,Featurename,mz,RT,Average.coef.across models,%.models.present,platfrom,compound_id,compound_name,kegg_id,formula,monoisotopic_mass,adduct,adduct_type,adduct_m.z,delta.ppm.
8017,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0228947,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-(icosanoyloxy)-2-(tricosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(16-methylheptadecanoyl)oxy]-3-[(12-methyltridecanoyl)oxy]propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8018,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0228958,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-[(18-methylnonadecanoyl)oxy]-2-(tricosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(16-methylheptadecanoyl)oxy]-3-[(12-methyltridecanoyl)oxy]propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8019,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0081304,CL(i-12:0/i-19:0/i-22:0/i-22:0),n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8020,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0081319,CL(i-12:0/i-19:0/i-24:0/i-20:0),n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8021,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0211936,"[(2S)-3-({[(2R)-2,3-bis(tridecanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-3-[(22-methyltricosanoyl)oxy]-2-(pentacosanoyloxy)propoxy]phosphinic acid",n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8022,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0211937,"[(2S)-3-({[(2R)-2,3-bis(tridecanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-2-[(22-methyltetracosanoyl)oxy]-3-[(22-methyltricosanoyl)oxy]propoxy]phosphinic acid",n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8023,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0211934,"[(2S)-3-({[(2R)-2,3-bis(tridecanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-2-[(22-methyltetracosanoyl)oxy]-3-(tetracosanoyloxy)propoxy]phosphinic acid",n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8024,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0212369,[(2R)-2-hydroxy-3-({hydroxy[(2R)-2-[(22-methyltetracosanoyl)oxy]-3-(tetracosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(10-methyldodecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8025,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0212368,[(2R)-2-hydroxy-3-({hydroxy[(2R)-2-(pentacosanoyloxy)-3-(tetracosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(10-methyldodecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8026,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0212371,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-[(22-methyltricosanoyl)oxy]-2-(pentacosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(10-methyldodecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8027,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0212372,[(2R)-2-hydroxy-3-({hydroxy[(2R)-2-[(22-methyltetracosanoyl)oxy]-3-[(22-methyltricosanoyl)oxy]propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(10-methyldodecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8028,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0212777,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-[(22-methyltricosanoyl)oxy]-2-(pentacosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(11-methyldodecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8029,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0212775,[(2R)-2-hydroxy-3-({hydroxy[(2R)-2-[(22-methyltetracosanoyl)oxy]-3-(tetracosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(11-methyldodecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8030,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0212774,[(2R)-2-hydroxy-3-({hydroxy[(2R)-2-(pentacosanoyloxy)-3-(tetracosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(11-methyldodecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8031,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0212778,[(2R)-2-hydroxy-3-({hydroxy[(2R)-2-[(22-methyltetracosanoyl)oxy]-3-[(22-methyltricosanoyl)oxy]propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(11-methyldodecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8032,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0213148,[(2S)-2-hydroxy-3-({hydroxy[(2R)-2-(tetradecanoyloxy)-3-(tridecanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-2-(pentacosanoyloxy)-3-(tricosanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8033,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0213150,"[(2R)-2,3-bis(tetracosanoyloxy)propoxy][(2S)-2-hydroxy-3-({hydroxy[(2R)-2-(tetradecanoyloxy)-3-(tridecanoyloxy)propoxy]phosphoryl}oxy)propoxy]phosphinic acid",n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8034,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0213149,[(2S)-2-hydroxy-3-({hydroxy[(2R)-2-(tetradecanoyloxy)-3-(tridecanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(22-methyltetracosanoyl)oxy]-3-(tricosanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8035,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0213151,[(2S)-2-hydroxy-3-({hydroxy[(2R)-2-(tetradecanoyloxy)-3-(tridecanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(22-methyltricosanoyl)oxy]-3-(tetracosanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8036,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0205814,[(2S)-3-({[(2R)-3-(dodecanoyloxy)-2-(heptadecanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-3-[(20-methylhenicosanoyl)oxy]-2-(tetracosanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8037,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0213500,[(2R)-2-hydroxy-3-({hydroxy[(2R)-2-[(22-methyltetracosanoyl)oxy]-3-(tricosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(12-methyltridecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8038,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0213499,[(2R)-2-hydroxy-3-({hydroxy[(2R)-2-(pentacosanoyloxy)-3-(tricosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(12-methyltridecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8039,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0200452,[(2R)-3-(henicosanoyloxy)-2-(pentacosanoyloxy)propoxy][(2S)-2-hydroxy-3-({hydroxy[(2R)-2-[(16-methylheptadecanoyl)oxy]-3-(undecanoyloxy)propoxy]phosphoryl}oxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8040,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0229273,[(2R)-2-hydroxy-3-({hydroxy[(2R)-2-[(20-methylhenicosanoyl)oxy]-3-[(18-methylnonadecanoyl)oxy]propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(17-methyloctadecanoyl)oxy]-3-[(12-methyltridecanoyl)oxy]propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8041,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0222494,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-[(18-methylnonadecanoyl)oxy]-2-[(22-methyltricosanoyl)oxy]propoxy]phosphoryl}oxy)propoxy][(2R)-3-[(11-methyldodecanoyl)oxy]-2-(octadecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8042,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0222493,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-[(18-methylnonadecanoyl)oxy]-2-(tetracosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-[(11-methyldodecanoyl)oxy]-2-(octadecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8043,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0222502,[(2R)-3-({[(2R)-3-(henicosanoyloxy)-2-(tricosanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-3-[(11-methyldodecanoyl)oxy]-2-(octadecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8044,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0222511,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-[(18-methylicosanoyl)oxy]-2-(tricosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-[(11-methyldodecanoyl)oxy]-2-(octadecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8045,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0222519,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-[(19-methylicosanoyl)oxy]-2-(tricosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-[(11-methyldodecanoyl)oxy]-2-(octadecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8046,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0222525,[(2R)-3-({[(2R)-3-(docosanoyloxy)-2-[(20-methylhenicosanoyl)oxy]propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-3-[(11-methyldodecanoyl)oxy]-2-(octadecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8047,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0222524,"[(2R)-3-({[(2R)-2,3-bis(docosanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-3-[(11-methyldodecanoyl)oxy]-2-(octadecanoyloxy)propoxy]phosphinic acid",n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8048,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0200481,[(2S)-2-hydroxy-3-({hydroxy[(2R)-2-[(16-methylheptadecanoyl)oxy]-3-(undecanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-[(20-methylhenicosanoyl)oxy]-2-[(22-methyltricosanoyl)oxy]propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8049,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0200484,"[(2R)-2,3-bis(tricosanoyloxy)propoxy][(2S)-2-hydroxy-3-({hydroxy[(2R)-2-[(16-methylheptadecanoyl)oxy]-3-(undecanoyloxy)propoxy]phosphoryl}oxy)propoxy]phosphinic acid",n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8050,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0200656,[(2S)-2-hydroxy-3-({hydroxy[(2R)-2-(nonadecanoyloxy)-3-(undecanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-(icosanoyloxy)-2-(pentacosanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8051,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0200657,[(2S)-2-hydroxy-3-({hydroxy[(2R)-2-(nonadecanoyloxy)-3-(undecanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-(icosanoyloxy)-2-[(22-methyltetracosanoyl)oxy]propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8052,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0200668,[(2S)-2-hydroxy-3-({hydroxy[(2R)-2-(nonadecanoyloxy)-3-(undecanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-[(18-methylnonadecanoyl)oxy]-2-[(22-methyltetracosanoyl)oxy]propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8053,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0200667,[(2S)-2-hydroxy-3-({hydroxy[(2R)-2-(nonadecanoyloxy)-3-(undecanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-[(18-methylnonadecanoyl)oxy]-2-(pentacosanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8054,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0200676,[(2R)-3-(henicosanoyloxy)-2-[(22-methyltricosanoyl)oxy]propoxy][(2S)-2-hydroxy-3-({hydroxy[(2R)-2-(nonadecanoyloxy)-3-(undecanoyloxy)propoxy]phosphoryl}oxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8055,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0214389,[(2R)-3-({[(2R)-3-(docosanoyloxy)-2-(pentacosanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-2-[(13-methyltetradecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8056,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0214396,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-[(20-methylhenicosanoyl)oxy]-2-[(22-methyltetracosanoyl)oxy]propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(13-methyltetradecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8057,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0200684,[(2S)-2-hydroxy-3-({hydroxy[(2R)-2-(nonadecanoyloxy)-3-(undecanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-[(18-methylicosanoyl)oxy]-2-(tetracosanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8058,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0200693,[(2S)-2-hydroxy-3-({hydroxy[(2R)-2-(nonadecanoyloxy)-3-(undecanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-[(19-methylicosanoyl)oxy]-2-[(22-methyltricosanoyl)oxy]propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8059,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0229956,"[(2S)-3-({[(2R)-2,3-bis(pentadecanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-3-(icosanoyloxy)-2-[(22-methyltetracosanoyl)oxy]propoxy]phosphinic acid",n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8060,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0229966,"[(2S)-3-({[(2R)-2,3-bis(pentadecanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-3-[(18-methylnonadecanoyl)oxy]-2-(pentacosanoyloxy)propoxy]phosphinic acid",n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8061,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0229967,"[(2S)-3-({[(2R)-2,3-bis(pentadecanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-3-[(18-methylnonadecanoyl)oxy]-2-[(22-methyltetracosanoyl)oxy]propoxy]phosphinic acid",n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8062,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0229975,"[(2S)-3-({[(2R)-2,3-bis(pentadecanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-3-(henicosanoyloxy)-2-[(22-methyltricosanoyl)oxy]propoxy]phosphinic acid",n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8063,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0229974,"[(2S)-3-({[(2R)-2,3-bis(pentadecanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-3-(henicosanoyloxy)-2-(tetracosanoyloxy)propoxy]phosphinic acid",n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8064,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0229983,"[(2S)-3-({[(2R)-2,3-bis(pentadecanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-3-[(18-methylicosanoyl)oxy]-2-(tetracosanoyloxy)propoxy]phosphinic acid",n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8065,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0231820,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-[(16-methylheptadecanoyl)oxy]-2-[(22-methyltricosanoyl)oxy]propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(16-methylheptadecanoyl)oxy]-3-(pentadecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8066,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0231847,[(2R)-2-hydroxy-3-({hydroxy[(2R)-2-[(16-methylheptadecanoyl)oxy]-3-(pentadecanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-(nonadecanoyloxy)-2-(tricosanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8067,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0231860,[(2R)-2-hydroxy-3-({hydroxy[(2R)-2-[(16-methylheptadecanoyl)oxy]-3-(pentadecanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-[(17-methyloctadecanoyl)oxy]-2-(tricosanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8068,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0231871,[(2R)-2-hydroxy-3-({hydroxy[(2R)-2-[(16-methylheptadecanoyl)oxy]-3-(pentadecanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-(icosanoyloxy)-2-[(20-methylhenicosanoyl)oxy]propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8069,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0231870,[(2R)-3-({[(2R)-2-(docosanoyloxy)-3-(icosanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy][(2R)-2-[(16-methylheptadecanoyl)oxy]-3-(pentadecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8070,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0231882,[(2R)-2-hydroxy-3-({hydroxy[(2R)-2-[(20-methylhenicosanoyl)oxy]-3-[(18-methylnonadecanoyl)oxy]propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(16-methylheptadecanoyl)oxy]-3-(pentadecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8071,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0214650,"[(2R)-2,3-bis(tricosanoyloxy)propoxy][(2S)-3-({[(2R)-2-(hexadecanoyloxy)-3-(tridecanoyloxy)propoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropoxy]phosphinic acid",n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8072,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0214850,[(2R)-3-(henicosanoyloxy)-2-[(22-methyltetracosanoyl)oxy]propoxy][(2R)-2-hydroxy-3-({hydroxy[(2R)-2-[(14-methylpentadecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphoryl}oxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8073,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0214849,[(2R)-3-(henicosanoyloxy)-2-(pentacosanoyloxy)propoxy][(2R)-2-hydroxy-3-({hydroxy[(2R)-2-[(14-methylpentadecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphoryl}oxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8074,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0214858,[(2R)-2-hydroxy-3-({hydroxy[(2R)-2-[(14-methylpentadecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-[(18-methylicosanoyl)oxy]-2-(pentacosanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8075,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0214859,[(2R)-2-hydroxy-3-({hydroxy[(2R)-2-[(14-methylpentadecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-[(18-methylicosanoyl)oxy]-2-[(22-methyltetracosanoyl)oxy]propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8076,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0214867,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-[(19-methylicosanoyl)oxy]-2-[(22-methyltetracosanoyl)oxy]propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(14-methylpentadecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8077,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0214866,[(2R)-2-hydroxy-3-({hydroxy[(2R)-2-[(14-methylpentadecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-3-[(19-methylicosanoyl)oxy]-2-(pentacosanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8078,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0214871,[(2R)-3-(docosanoyloxy)-2-(tetracosanoyloxy)propoxy][(2R)-2-hydroxy-3-({hydroxy[(2R)-2-[(14-methylpentadecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphoryl}oxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8079,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0214872,[(2R)-3-(docosanoyloxy)-2-[(22-methyltricosanoyl)oxy]propoxy][(2R)-2-hydroxy-3-({hydroxy[(2R)-2-[(14-methylpentadecanoyl)oxy]-3-(tridecanoyloxy)propoxy]phosphoryl}oxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8080,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0230303,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-[(20-methylhenicosanoyl)oxy]-2-(tricosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(12-methyltetradecanoyl)oxy]-3-(pentadecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8081,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0230531,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-(icosanoyloxy)-2-(pentacosanoyloxy)propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(13-methyltetradecanoyl)oxy]-3-(pentadecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
8082,5.55_754.5854m/z,754.5854,5.55,-0.079651608,87,sLPOS,HMDB0230532,[(2R)-2-hydroxy-3-({hydroxy[(2R)-3-(icosanoyloxy)-2-[(22-methyltetracosanoyl)oxy]propoxy]phosphoryl}oxy)propoxy][(2R)-2-[(13-methyltetradecanoyl)oxy]-3-(pentadecanoyloxy)propoxy]phosphinic acid,n/a,C84H164O17P2,1507.144378,M+2H,+,754.579465,8
